DMR No,DMR Date,Originator,Status,Site,Hold Reason,Initial Qty,Department,MT #,2nd MT#,RMA,Lot #,Part #,Part Desc,Supplier,Inv Loc,Is MDW,Commodity,Discrepancy Rmk,DMR Ref,First Eval Result,First Eval Date,First SSide Qty,First DSide Qty,First UAI Qty,First Scrap Qty,First Evaluator,Second Eval Result,Second Eval Date,Second SSide Qty,Second DSide Qty,Second UAI Qty,Second Scrap Qty,Second Evaluator,Manager Name,Director Name,Manufacturing,Manufacturing Sup,Process,Materials,Test Engineering,Quality,Scrap Authority (Prod),Scrap Authority (Plant),Finance,IQA,Manufacturing 2,Manufacturing Sup 2,Process 2,Materials 2,Test Engineering 2,Quality 2,Scrap Authority (Prod) 2,Scrap Authority (Plant) 2,Finance 2,IQA 2,Evaluation Step,Total Scrap Cost
W1457054661,4/13/2025 8:24:52 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5040,Production Cell#5,RXBR021424(488pcs)&RXBR021425(301pcs),RXBR021433,R25J44325WXIRMA&R25J44374WXIRMA(80484226&80488453),2520/2520,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4251 Flash Reject	488 Test Scrap	301 Total Scrap	789 DS Qty=4251pcs	 AW MDW Qty=3955pcs UDA Login as "57054661"	 AW MDW Qty=296pcs UDA Login as "56796416"	 ,4/20/2025 6:13:55 PM,0,4251,4251,789,Kit Hiong Chan,MDW in=4251pcs FG DS=1260pcs Scrap=2991pcs,4/27/2025 10:57:14 AM,0,1260,1260,2991,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$14968.80
W1452684251,3/26/2025 10:21:16 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,16870,Production Cell#7,RXBR021407,,R25P44320KRTRTV,,205839907,MARLIN DS,,ACONMDW,F,RMA(GL),MARLB DS(Web DMR#W1451136524)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected  on Hold for ChianYang Tan+Remarks:Prime RTV Lot,,After  Cassette Level Sorting Non Affected=7490pcs UAI&Ship+Affected=9380pcs go CC sorting+Non Affecetd=8820pcs UAI &Ship+Scrap=560pcs,4/7/2025 3:10:48 PM,0,16310,16310,560,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$2408.00
W1455310622,4/6/2025 1:52:23 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,114,Production Cell#B,RXBR021408,,Pls refer to DMR Attachment,,204181102,Rosewood SSB,,BCONMDW,F,RMA(GL),Rosewood AW MDW SSB(RW14E)(FFU-RMATDDM)SSB:100841106(SA"C"BZ)+MDWS/Aperio SSB:204181107+Drive Return Wuxi,W1454114869,MDW IN	114 Total FG SS	50 Total Scrap	64 MDW SS Yield	69% ,4/8/2025 6:04:58 PM,50,0,50,64,Pui Fen Ng,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$275.20
W1455310707,4/6/2025 1:59:26 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,173,Production Cell#B,RXBR021408,,Pls refer to DMR Attachment,173,204181102,Rosewood SSB,,BCONMDW,F,RMA(GL),Rosewood AW MDW SSB(RW14E)(DRW-RMATDDM)SSB:100841106(SA"C"BZ)+MDWS/Aperio SSB:204181107+Drive Return Wuxi,W1454114832,MDW IN	173 Total FG SS	50 Total Scrap	123 MDW SS Yield	50% ,4/8/2025 6:05:31 PM,50,0,50,123,Pui Fen Ng,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$528.90
W1458139529,4/17/2025 8:24:52 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5039,Production Cell#5,RXBR021430(756pcs)&RXBR021437(276pcs),RXBR021454,R24P43849KRTRMA&R24P43930KRTRMA(80412626&80419669),3360/1679,207624701,V11 DS,,ACONMDW,F,RMA(AL),V11 DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V183E)+Flash Test+Glide DS P/N:207624700(SA"J"R8)+MDW out as V11D DS:207624701,,After Glide	 Total Pend MDW FG DS	4007 Flash Reject	756 Test Scrap	276 Total Scrap	1032 DS Qty=4007pcs	 ,4/29/2025 2:45:07 PM,0,4007,4007,1032,Kit Hiong Chan,MDW IN	4007 Total FG DS	1330 Total Scrap	2677 MDW DS Yield	33% ,5/5/2025 8:50:10 AM,0,1330,1330,2677,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$14687.64
W1443103365,2/14/2025 9:26:40 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1610,Production Cell#C,RXBR021303,,R25P44108KRTRTV(80450456),,208956103,Summit DS,,BCONMDW,F,RMA(GL),SMITB DS(Web DMR#W1439295637)Pull back for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI&Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=805pcs UAI&Ship +Affected=805pcs go CC sorting Non Affecetd=630pcs UAI&Ship+affected=175pcs go for scrap,2/18/2025 5:05:34 PM,0,1435,1435,175,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$752.50
W1443153315,2/14/2025 10:55:29 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4620,Production Cell#5,RXBR021320,RXBR021343,R25J44042WXIRMA&R24J43902WXIRMA(80442063&80418425),2940/1680,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	3742 Flash Reject	490 Test Scrap	388 Total Scrap	878 DS Qty=3742pcs	 ,2/24/2025 8:46:39 AM,0,3742,3742,878,Kit Hiong Chan,MDW IN	3742 Total FG DS	1260 Total Scrap	2482 MDW DS Yield	40% ,3/9/2025 11:25:19 AM,0,1260,1260,2482,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$13305.60
W1452684260,3/26/2025 10:28:25 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,70,Production Cell#7,N/A,,R25P44318KRTRTV,,205839904,MARLIN DS,,ACONMDW,F,RMA(GL),MARLS DS(Web DMR#W1451136524)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected oUAI& Ship+Remarks:Prime RTV Lot,,After Cassette Level Sorting+Non Affected=0pc+Affected=70pcs go CC sorting+Non Affecetd=0pc+affected=70pcs UAI & Ship,4/7/2025 1:57:38 PM,0,70,70,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1455308702,4/6/2025 10:16:08 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,542,Production Cell#B,RXBR021395,,Pls refer to DMR Attachment,252/134/156,204181102,Rosewood SST,,BCONMDW,F,RMA(GL),Rosewood AW MDW SST(RW14E)(DRW-RMATDDM)SST:100841103(SA"C"BV)+MDWS/Aperio SST:204181104+Drive Return Wuxi,W1450321558W1454114832W1450837495,MDW IN	542 Total FG SS	400 Total Scrap	142 MDW SS Yield	74% ,4/7/2025 9:34:02 AM,400,0,400,142,Chia Yun Pang,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$610.60
W1455308808,4/6/2025 10:22:30 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,159,Production Cell#B,RXBR021395,,Pls refer to DMR Attachment,,204181102,Rosewood SST,,BCONMDW,F,RMA(GL),Rosewood AW MDW SST(RW14E)(DRW-RMATDDM)SST:100841103(SA"C"BV)+MDWS/Aperio SST:204181104+Drive Return Wuxi,W1450837494,MDW IN	159 Total FG SS	100 Total Scrap	59 MDW SS Yield	63% ,4/7/2025 10:50:58 AM,100,0,100,59,Chia Yun Pang,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$253.70
W1456796416,4/12/2025 8:34:41 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,4200,Production Cell#5,RXBR021415/21(35/433pcs)&RXBR021425(345pcs),RXBR021429,R25P44289KRTRMA&R25P44288KRTRMA,1680/2520,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	3387 Flash Reject	468 Test Scrap	345 Total Scrap	813 DS Qty=3387pcs	 ,4/20/2025 6:17:45 PM,0,3387,3387,813,Kit Hiong Chan,Pend MDW FG=3387 Mdw in=3387 MDW yield=60.0% Total in=3387 FG DS=2030 Scrap=1357.CB:C Team Dated:25th of April ,4/25/2025 4:51:43 PM,0,2030,2030,1357,Kit Hiong Chan,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$8593.20
W1461467421,4/29/2025 1:24:00 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5040,Production Cell#C,RXBR021455,,R25P44462KRTRTV(80501005),,205869921,MarlinBP DS,,BCONMDW,F,RMA(GL),MBPBL DS(Web DMR#W1457121750)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1120pcs UAI & Ship +Affected=3920pcs go CC sorting Non Affecetd=2765pcs UAI & Ship+affected=1155pcs go for scrap,5/3/2025 5:36:14 PM,0,3885,3885,1155,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$4966.50
W1461467504,4/29/2025 1:31:15 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5530,Production Cell#C,RXBR021455,,R25P44462KRTRTV(80501005),,205869921,MarlinBP DS,,BCONMDW,F,RMA(GL),MBPBL DS(Web DMR#W1457121750)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=490pcs UAI & Ship +Affected=5040pcs go CC sorting Non Affecetd=3080pcs UAI & Ship+affected=1960pcs go for scrap,5/3/2025 1:46:41 PM,0,3570,3570,1960,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$8428.00
W1461467748,4/29/2025 1:44:49 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5460,Production Cell#5,RXBR021446,,R25J44442WXIRTV(80499369),,207541401,CimarronBP DS,,ACONMDW,F,RMA(AL),CBPSW DS(Web DMR#W1450895584W1451309655&W1451538971)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=2240pcs UAI & Ship +Affected=3220pcs go CC sorting Non Affecetd=2905pcs UAI & Ship+affected=315pcs go for scrap,5/3/2025 2:27:32 PM,0,5145,5145,315,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$1247.40
W1461467838,4/29/2025 1:54:20 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,3500,Production Cell#5,RXBR021440,,R25J44446WXIRTV&R25J44430WXIRTV(80499344&80499343),2800/700,207550002,CimarronBP DS,,ACONMDW,F,RMA(AL),CBPSB DS(Web DMR#W1450895584&W1454580718)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1610pcs UAI & Ship +Affected=1890pcs go CC sorting Non Affecetd=1750pcs UAI & Ship+affected=140pcs go for scrap,4/30/2025 3:11:47 PM,0,3360,3360,140,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$554.40
W1458203813,4/17/2025 9:59:08 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,2100,Production Cell#5,RXBR021430/3(176/213pcs)&RXBR021454(90pcs),RXBR021457(1376pcs)&RXBR021464(175pcs),R25J44007WXIRMAR25J43971WXIRMAR25J44222WXIRMA&R24J43901WXIRMA(804368598043168180471478&80418425),840/420/420/420,207624701,V11 DS,,ACONMDW,F,RMA(AL),V11 DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)(V183E)+Flash Test+Glide DS P/N:207624700(SA"J"R8)+2nd Flash+MDW out as V11D DS:207624701,,After Glide	Pend MDW FG DS=1711 Flash Reject=176 Test Scrap=213 2nd Flash AW Flash in	1711 Flash Reject	90 Flash Yield	95% AW MDW	1621 Total Scrap	479 	 ,5/5/2025 2:49:59 PM,0,1621,1621,479,Kit Hiong Chan,MDW in=1621pcs FG DS=70pcs Scrap=1551pcs,5/6/2025 5:18:40 PM,0,70,70,1551,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$8038.80
W1446947766,3/1/2025 10:36:37 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,163,Production Cell#B,RXBR021327,,R25J44093WXIDRW(80450641),,204181101,Rosewood SST,,BCONMDW,F,RMA(GL),Rosewood AW MDW SST(RW14E)(DRW-RMATDDM)SST:100841103(SA"C"BV)+MDWS/Aperio SST:204181104+Drive Return Wuxi,W1444170282,MDW IN	163 Total FG SS	150 Total Scrap	13 MDW SS Yield	95% ,3/1/2025 5:36:20 PM,150,0,150,13,Chia Yun Pang,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$55.90
W1446948837,3/1/2025 1:45:16 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2250,Production Cell#B,RXBR021338,RXBR021341,R25J44139WXIMDW&R25J44154WXIMDW(80456112&80461111),1350/900,204179901,Skybolt DS,,BCONMDW,F,RMA(GL),Skybolt DS 100% Wipe with KBS Tape+OD Edge Wipe +Burnish/Glide out as HDW(SK11H)(TA=REM-RMATDDM) DS PN:204179900(SA'V'BG)Bin55+MDW/Aperio DS:204179901,,After Glide Total Pend MDW FG DS 2062  Test Scrap 188 Total Scrap 188 ,3/3/2025 6:25:59 PM,0,2062,2062,188,Phuay Cheng Wong,A/W MDW	2062 MDW In 	1911 MDW DS Yield	70% MDW SS Yield	0% MDW Fallout 	3 Hard abort & partial caddies	151 Total in	2062 FG DS	1300  FG SS	0 Scrap	762 ,3/7/2025 3:00:23 PM,0,1300,1300,762,Jing Yeng Lee,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$4085.00
W1446948853,3/1/2025 1:47:30 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1800,Production Cell#B,RXBR021338,RXBR021341,R25J44135WXIRMA&R25J44147WXIRMA(80456036&80461110),900/900,204181101,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(FFU-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,,After Glide Total Pend MDW FG DS 1030  Test Scrap 380  Flash Rej 390 Total Scrap 770 ,3/3/2025 6:20:48 PM,0,1030,1030,770,Phuay Cheng Wong,MDW IN	1030 Total FG DS	550 Total Scrap	480 MDW DS Yield	54% ,3/6/2025 3:40:50 PM,0,550,550,480,Bee Ling Lim,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$5375.00
W1446948863,3/1/2025 1:49:38 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2250,Production Cell#B,RXBR021338,RXBR021341,R25J44138WXIDRWR25J44152WXIDRW&R25J44153WXIDRW(80456036&80461110),900/900/450,204181101,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(DRW-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,,After Glide	 Total Pend MDW FG DS	1483 Flash Reject	525 Test Scrap	242 Total Scrap	767 DS Qty=1483pcs	 ,3/5/2025 1:23:13 PM,0,1483,1483,767,Kit Hiong Chan,Already shipout SSB=250pcs by B Team A/W MDW	1483 MDW In 	1483 MDW DS Yield	60% MDW SS Yield	25% MDW Fallout 	3 Hard abort & partial caddies	0 Total in	1483 FG DS	800  FG SS	350 Scrap	333 ,3/7/2025 3:10:38 PM,350,800,1150,333,Jing Yeng Lee,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$4730.00
W1446948894,3/1/2025 1:53:37 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4620,Production Cell#C,RXBR021340,RXBR021351,R25J44008WXIRMA&R25J44132WXIRMA(80436859&80456036),2520/2100,207624201,V15MR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide Total Pend MDW FG =3741  Test Scrap =284  Flash Rej =595  Total Scrap =879 ,3/7/2025 11:26:42 AM,0,3741,3741,879,Phuay Cheng Wong,Pend MDW FG=3741 Mdw in=3740 MDW yield=29.0% Total in=3741 FG DS=1050 Scrap=2691 ,3/14/2025 11:33:18 AM,0,1050,1050,2691,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$14137.20
W1451079328,3/19/2025 2:58:24 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,455,Production Cell#5,RXBR021361(H),RXBR021361(M),R25J44208WXIRTV(80470530),,207624706,V15CMR DS,,ACONMDW,F,RMA(AL),V15CMR DS(Web DMR#W1423200959)After CC Sorting 100% ReIE(TA#RMADM1)(V183E)out as DS P/N:207624700(SA"J"R8)+MDW out as V15CP DS:207624706+Remarks:Prime RTV Lot,W1450894932,After Glide	 Total Pend MDW FG DS	420 Scrap	35 DS  Qty=420pcs	 ,3/20/2025 4:02:53 PM,0,420,420,35,Kit Hiong Chan,MDW in=420pcs FG DS=315pcs Scrap=105pcs,3/22/2025 10:22:38 AM,0,315,315,105,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$554.40
W1461478080,4/29/2025 3:21:19 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,6720,Production Cell#C,RXBR021455,,R25P44465KRTRTV(80501008),,205869924,MarlinBP DS,,BCONMDW,F,RMA(GL),MBPRS DS(Web DMR#W1457121750)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1260pcs UAI & Ship +Affected=5160pcs go CC sorting Non Affecetd=3360pcs UAI & Ship+affected=2100pcs go for scrap,5/3/2025 1:52:39 PM,0,4620,4620,2100,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$9030.00
W1449066382,3/10/2025 7:13:39 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5460,Production Cell#5,RXBR021355,RXBR021381,R24J43858WXIRMAR25J44086WXIRMAR25J44065WXIRMAR25J44131WXIRMAR25J44145WXIRMAR25J44189WXIRMAR25J,840/840/420/420/420/420/1260/840,207624203,V11 DS,,ACONMDW,F,RMA(AL),V11 DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4625 Flash Reject	542 Test Scrap	293 Total Scrap	835 DS Qty=4625pcs	 ,3/19/2025 9:48:04 AM,0,4625,4625,835,Kit Hiong Chan,Pend MDW FG=4625 Mdw in=4625 MDW yield=53.0% Total in=4625 FG DS=2450 Scrap=2175 CB:C Team Dated 28th Mar,4/3/2025 9:53:07 AM,0,2450,2450,2175,Kit Hiong Chan,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$11919.60
W1461511831,4/29/2025 3:30:13 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,2870,Production Cell#C,RXBR021447,,R25P44453KRTRTV(80500016),,208956103,Summit DS,,BCONMDW,F,RMA(GL),SMITB  DS(Web DMR#W1449294304)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1295pcs UAI & Ship +Affected=1575pcs go CC sorting Non Affecetd=1435pcs UAI & Ship+affected=140pcs go for scrap,5/3/2025 1:57:24 PM,0,2730,2730,140,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$602.00
W1461531914,4/29/2025 4:30:23 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5460,Production Cell#7,RXBR021445,,R25P44464KRTRTV(80501007),,205869921,MarlinBP DS,,ACONMDW,F,RMA(GL),MBPBL DS(Web DMR#W1457737373 W1458273051)Pull back for CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Sorting Non Affected=0pcs+Affected=5460pcs for CC sorting Non Affecetd=210pcs UAI & Ship+affected=5250pcs go for scrap,5/1/2025 3:49:54 PM,0,210,210,5250,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$22575.00
W1461533667,4/29/2025 7:06:08 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,910,Production Cell#5,N/A,RXBR021464,Pls refer to DMR Attachment,210/175/525,207624201,V15CM DS,,ACONMDW,F,RMA(AL),V15CM DS(Web DMR#W1450894883)After CC Sorting Affected go for 100% ReIE(TA:RMADM1)(V156X)DS:207624213(SA"B"AR)+MDW downgrade to V15CP P/N:207624202(HV)+R:Prime RTV Lot,W1457671325W1460593962W1460588309,After Glide	 Total Pend MDW FG DS	910 Scrap	0 DS  Qty=910pcs	 ,5/4/2025 6:22:34 PM,0,910,910,0,Kit Hiong Chan,MDW in=910pcs FG DS=665pcs Scrap=245pcs,5/8/2025 4:32:58 PM,0,665,665,245,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$970.20
W1461665772,4/30/2025 8:24:05 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5950,Production Cell#7,RXBR021452,,R25P44463KRTRTV(80501006),,205869921,MarlinBP DS,,ACONMDW,F,RMA(GL),MBPBL DS(Web DMR#W1457737373 W1458273051)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=105pcs UAI & Ship +Affected=5845pcs go CC sorting Non Affecetd=175pcs UAI & Ship+affected=5670pcs go for scrap,5/4/2025 7:36:36 PM,0,280,280,5670,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$24381.00
W1461666221,4/30/2025 9:03:56 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,1610,Production Cell#5,RXBR021446,,R25J44445WXIRTV(80499344),,207550001,CimarronBP DS,,ACONMDW,F,RMA(AL),CBPSW DS(Web DMR#W1450895584)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=805pcs UAI & Ship +Affected=805pcs go CC sorting Non Affecetd=700pcs UAI & Ship+affected=105pcs go for scrap,5/3/2025 2:24:43 PM,0,1505,1505,105,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$415.80
